GHGRP FACILITY ID,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,PARENT COMPANY NAME,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE
1001169.0,110040928048,2023.0,Elk Mound Generating Station,4101 50th Street,Elk Mound,WI,54739,Chippewa,DAIRYLAND POWER COOPERATIVE,3200 East Avenue South,La Crosse,WI,54601,100.0,221112
1001170.0,110006532751,2023.0,Glenwood Landing Energy Center,SHORE ROAD,GLENWOOD LANDING,NY,11547,Nassau,NATIONAL GRID USA,40 Sylvan Rd,Waltham,MA,02451,100.0,221112
1001171.0,110006539200,2023.0,Robert P Mone,4406 MENTZER RD,CONVOY,OH,45832,Van Wert,BUCKEYE POWER INC,6677 Busch Blvd,Columbus,OH,43229,100.0,221112
1001172.0,110000493056,2023.0,Bayside Power Station,3602 PORT SUTTON ROAD,TAMPA,FL,33619,Hillsborough,TECO ENERGY INC,702 N Franklin Street,Tampa,FL,33602,100.0,221112
1001174.0,110006623519,2023.0,Seward Generation LLC,595 PLANT ROAD,NEW FLORENCE,PA,15944,Indiana,GENERATION HOLDINGS LP,11 Lloyd Avenue Suite 200,Latrobe,PA,15650,100.0,221112
1001175.0,110007395942,2023.0,E B Harris Generating Plant,600 COUNTY ROAD 41,AUTAUGAVILLE,AL,36067,Autauga,THE SOUTHERN CO,"30 Ivan Allen Jr Boulevard Nw, Suite 1407",Atlanta,GA,30308-3008,100.0,221112
1001176.0,110071160896,2023.0,H W Pirkey Power Plant,2396 FM RD 3251,HALLSVILLE,TX,75650,Harrison,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,85.94,221112
1001177.0,110071160897,2023.0,McCartney Generating Station,5701 E FARM ROAD 112,STRAFFORD,MO,65757,Greene,CITY UTILITIES OF SPRINGFIELD MISSOURI,301 E. Central Street,Springfield,MO,65802,100.0,221112
1001178.0,110013399492,2023.0,Chattahoochee Energy Facility,3459 HOLLINGSWORTH FERRY RD,FRANKLIN,GA,30217,Heard,OGLETHORPE POWER CORP,2100 East Exchange Place,Tucker,GA,30084,100.0,221112
1001179.0,110012705956,2023.0,Kemper County,221 MARK COBB RD,DE KALB,MS,39328,Kemper,US GOVERNMENT,,,,,,221112
1001180.0,110017549624,2023.0,West Gardner Generating Station,18827 DILLIE ROAD,JOHNSON,KS,66021,Johnson,EVERGY INC,1200 Main Street,Kansas City,MO,64105,100.0,221112
1001181.0,110071198059,2023.0,Newington,165 GOSLING RD,NEWINGTON,NH,03801,Rockingham,GRANITE SHORE POWER LLC,431 River Road,Bow,NH,03304,100.0,221112
1001182.0,110000324747,2023.0,Roseton Generating Facility,992 RIVER ROAD,NEWBURGH,NY,12550,Orange,RIVERVIEW INVESTMENT HOLDING LLC,"C/O Castleton Commodities Management Services Llc, 2200 Atlantic Street Suite 800",Stamford,CT,06902-6834,100.0,221112
1001183.0,110071160202,2023.0,Holtsville Facility,MORRIS AVE,HOLTSVILLE,NY,11742,Suffolk,NATIONAL GRID USA,40 Sylvan Rd,Waltham,MA,02451,100.0,221112
1001186.0,110000420385,2023.0,Columbia,W8375 MURRAY RD,PARDEEVILLE,WI,53954,Columbia,ALLIANT ENERGY CORP,4902 N. Biltmore Lane,Madison,WI,53718,53.5,221112
1001187.0,110000604141,2023.0,Belews Creek,3195 PINE HALL ROAD,BELEWS CREEK,NC,27052,Stokes,DUKE ENERGY CORP,550 S Tryon Street,Charlotte,NC,28202,100.0,221112
1001188.0,110071160204,2023.0,Intercession City Power Plant,6525 OSCEOLA POLK LINE ROAD,INTERCESSION CITY,FL,33848,Osceola,DUKE ENERGY CORP,550 S Tryon Street,Charlotte,NC,28202,100.0,221112
1001189.0,110071160205,2023.0,Gerald Andrus,HWY 82 W,GREENVILLE,MS,38702,Washington,ENTERGY CORP,"639 Loyola Ave, Suite 300",New Orleans,LA,70113,100.0,221112
1001190.0,110071160206,2023.0,Waterford 1 & 2,"17705 Highway 18, River Road",KILLONA,LA,70066,St. Charles,ENTERGY CORP,"639 Loyola Ave, Suite 300",New Orleans,LA,70113,100.0,221112
1001191.0,110001631707,2023.0,Comanche (8059),6601 SE 60TH ST,LAWTON,OK,73501,Comanche,AMERICAN ELECTRIC POWER CO INC,1 Riverside Plaza,Columbus,OH,43215,100.0,221112
1001192.0,110007899970,2023.0,Jim Bridger,35 MILES EAST OF ROCK SPRINGS,POINT OF ROCKS,WY,82942,Sweetwater,BERKSHIRE HATHAWAY INC,"3555 Farnam Street, Suite 1140",Omaha,NE,68131,66.67,221112
1001193.0,110071160208,2023.0,Huntington,HWY 31 10 MI W HUNTINGTON,HUNTINGTON,UT,84528,Emery,BERKSHIRE HATHAWAY INC,"3555 Farnam Street, Suite 1140",Omaha,NE,68131,100.0,221112
1001194.0,110071160209,2023.0,Gen J M Gavin,OHIO ROUTE 7,CHESHIRE,OH,45620,Gallia,LIGHTSTONE GENERATION LLC,500 Alexander Park Drive,Princeton,NJ,08540,100.0,221112
1001195.0,110064873392,2023.0,Ray D Nixon,6598 RAY NIXON RD,FOUNTAIN,CO,80817,El Paso,COLORADO SPRINGS UTILITIES,"121 South Tejon Street, Suite 200",Colorado Springs,CO,80903,100.0,221112
1001196.0,110000600788,2023.0,Springerville Generating Station,COUNTY ROAD #4162,SPRINGERVILLE,AZ,85938,Apache,UNS ENERGY CORP,88 East Broadway Blvd.,Tucson,AZ,85701,50.0,221112
1001197.0,110070834638,2023.0,North Valmy,23755 Treaty Hill Road,VALMY,NV,89438,Humboldt,IDACORP INC,1221 West Idaho Street,Boise,ID,83702,50.0,221112
1001200.0,110000310191,2023.0,General Electric Aviation,1000 WESTERN AVE,LYNN,MA,01910,Essex,GENERAL ELECTRIC CO,5 Necco Street,Boston,MA,02210,100.0,336412
1001203.0,110071160212,2023.0,"John B. Rich Memorial Power Station, Gilberton Power Company",81 ELEANOR AVE,FRACKVILLE,PA,17931,Schuylkill,RI-CORP DEVELOPMENT INC DBA GILBERTON POWER CO,81 Eleanor Ave,Frackville,PA,17931,100.0,221112
1001204.0,110001147786,2023.0,Colver Green Energy,141 INTERPOWER DRIVE,COLVER,PA,15927,Cambria,GENERATION HOLDINGS LP,1501 Ligonier Street,Latrobe,PA,15650,100.0,221112
1001205.0,110000342371,2023.0,Yorktown Power Station,1600 WATERVIEW ROAD,YORKTOWN,VA,23692,York,DOMINION ENERGY INC,120 Tredegar St,Richmond,VA,23219,100.0,221112
1001206.0,110071160213,2023.0,"Castleton Power, LLC",1902 RIVER ROAD ROUTE 9J,CASTLETON ON HUDSON,NY,12033,Rensselaer,CASTLETON ENERGY CENTER LLC,1902 River Rd,Casleton On Hudson,NY,12033,100.0,221112
1001207.0,110000310486,2023.0,Bellingham,92 DEPOT ST,BELLINGHAM,MA,02019,Norfolk,NEXTERA ENERGY INC,700 Universe Blvd,Juno Beach,FL,33408,100.0,221112
1001208.0,110029906127,2023.0,Sayreville Power LP,601 JERNEE MILL ROAD,SAYREVILLE,NJ,08872,Middlesex,Vistra Corp,6555 Sierra Drive,Irving,TX,75039,100.0,221112
1001209.0,110071160020,2023.0,Louisiana 1,GULF STATES ROAD,BATON ROUGE,LA,70821,East Baton Rouge,ENTERGY CORP,"639 Loyola Ave, Suite 300",New Orleans,LA,70113,100.0,221112
1001210.0,110007026306,2023.0,Mt. Carmel Cogeneration,1226 Park Avenue,MARION HEIGHTS,PA,17832,Northumberland,MT CARMEL COGEN INC,1226 Park Avenue Po Box 409,Marion Heights,PA,17832,100.0,221112
1001215.0,110000761293,2023.0,PASSAIC VALLEY SEWER COMM,600 WILSON AVENUE,NEWARK,NJ,07105,ESSEX COUNTY,PASSAIC VALLEY SEWERAGE COMMISSIONERS,600 Wilson Avenue,Newark,NJ,07105,100.0,221320
1001217.0,110001599789,2023.0,Allegany Generating Station,11537 ROUTE 19A,Portageville,NY,14536,Allegany,ALLIANCE ENERGY GROUP LLC,"310 K Street, Suite 200",Anchorage,AK,99501,100.0,221112
1001218.0,110019421017,2023.0,Carthage Energy,701 West End Ave,Carthage,NY,13619,Jefferson,ALLIANCE ENERGY GROUP LLC,"310 K Street, Suite 200",Anchorage,AK,99501,100.0,221112
1001223.0,110000551055,2023.0,AES Warrior Run,11600 MEXICO FARMS RD SE,CUMBERLAND,MD,21502,Allegany,AES CORP,4300 Wilson Boulevard,Arlington,VA,22203,100.0,221112
1001224.0,110017431484,2023.0,Brush Power Projects,1500 S CLAYTON,BRUSH,CO,80723,Morgan,BRUSH POWER LLC,1500 South Clayton Street,Brush,CO,80723,67.0,221112
1001225.0,110006625633,2023.0,Selkirk Cogen Partners,24 POWER PARK DRIVE,SELKIRK,NY,12158,Albany,ALTERNA CAPITAL PARTNERS,15 River Rd Suite 320,Wilton,CT,06897,100.0,221112
1001226.0,110000321456,2023.0,"Camden Plant Holding, LLC",570 CHELTON AVE,CAMDEN,NJ,08104,Camden,TALEN ENERGY CORP,"600 Hamilton Street, Suite 600",Allentown,PA,18101,100.0,221112
1001232.0,110023868554,2023.0,Linden Cogeneration Facility,,LINDEN,NJ,07036,Union,JERA POWER LINDEN LLC,"1000 Main Street, 31st Floor",Houston,TX,77002,41.92,221112
1001234.0,110071161146,2023.0,New Gulf Power Facility,206 VAT ROAD #A,BOLING,TX,77420,Wharton,ROCKLAND POWER PARTNERS III LP,"24 Waterwav Avenue, Suite 400",The Woodlands,TX,77380,100.0,221112
1001236.0,110071161147,2023.0,PEI Power Corporation,170 Cogen Rd,ARCHBALD,PA,18403,Lackawanna,BP AMERICA INC,501 WestLake Park Bvd,Houston,TX,77079,100.0,221117
1001238.0,110001576376,2023.0,Bethpage Energy Center,939 SOUTH BROADWAY,HICKSVILLE,NY,11801,Nassau,CPN MANAGEMENT LP,40 Beechwood Road,Summit,NJ,07901,100.0,221112
1001240.0,110001587603,2023.0,Indeck-Silver Springs Energy Center,1 INDECK DRIVE,SILVER SPRINGS,NY,14550,Wyoming,INDECK ENERGY SERVICES INC,"600 N Buffalo Grove Road, Suite 300",Buffalo Grove,IL,60089,100.0,221112
1001241.0,110001599994,2023.0,Indeck-Oswego Energy Center,105 MITCHELL ST,OSWEGO,NY,13126,Oswego,INDECK ENERGY SERVICES INC,"600 N Buffalo Grove Road, Suite 300",Buffalo Grove,IL,60089,100.0,221112
1001242.0,110001600170,2023.0,Indeck-Yerkes Energy Center,1 SHERIDAN DRIVE,TONAWANDA,NY,14150,Erie,INDECK ENERGY SERVICES INC,"600 N Buffalo Grove Road, Suite 300",Buffalo Grove,IL,60089,100.0,221112
1001243.0,110000324934,2023.0,Indeck-Corinth Energy Center,24 WHITE ST,CORINTH,NY,12822,Saratoga,INDECK ENERGY SERVICES INC,"600 N Buffalo Grove Road, Suite 300",Buffalo Grove,IL,60089,100.0,221112
1001244.0,110000584537,2023.0,Procter & Gamble Paper Products,ROUTE 87,MEHOOPANY,PA,18629,Wyoming,THE PROCTER & GAMBLE CO,1 Procter And Gamble Plaza,Cincinnati,OH,45202,100.0,322120
1001245.0,110071161149,2023.0,"Reworld Niagara I, LLC",100 ENERGY BOULEVARD & 56TH STREET,NIAGARA FALLS,NY,14304,Niagara,COVANTA HOLDING CORP,445 South Street,Morristown,NJ,07960,100.0,562213
1001246.0,110000317826,2023.0,"Bayonne Plant Holding, LLC",10 HOOK ROAD,BAYONNE,NJ,07002,Hudson,IMTT-BAYONNE LLC,"400 Poydras Street, Suite 3000",New Orleans,LA,70130,100.0,221112
1001248.0,110046445548,2023.0,Eagle Point Power Generation,1250 Crown Point Road,WESTVILLE,NJ,08093,Gloucester,ROCKLAND CAPITAL LLC,"24 Waterway Avenue, Suite 400",Spring,TX,77380,100.0,221112
1001249.0,110010970235,2023.0,Rausch Creek Generation LLC,490 West Main Street,TREMONT,PA,17981,Schuylkill,RAUSCH CREEK ELECTRIC POWER HOLDINGS LLC,490 W Main St,Tremont,PA,17981,100.0,221112
1001250.0,110043972323,2023.0,MICHIGAN STATE UNIVERSITY,354 Service Rd.,EAST LANSING,MI,48824,INGHAM COUNTY,MICHIGAN STATE UNIVERSITY,450 Hannah Administration Building,East Lansing,MI,48824,100.0,611310
1001251.0,110071159599,2023.0,ILLINOIS GAS COMPANY,1927 MILLER DR,OLNEY,IL,62450,RICHLAND COUNTY,ILLINOIS GAS CO,"1927 Miller Dr., Po Box 490",Olney,IL,62450,100.0,221210
1001252.0,110030471610,2023.0,Panther Creek Energy Facility,4 DENNISON ROAD,NESQUEHONING,PA,18240,Carbon,STRONGHOLD DIGITIAL MINING,"595 Madison Avenue, 29th Floor",New York,NY,10022,100.0,221112
1001253.0,110070213031,2023.0,"EFS Parlin Holdings, LLC",790 WASHINGTON ROAD,PARLIN,NJ,08859,Middlesex,GENERAL ELECTRIC CO,5 Necco Street,Boston,MA,02210,100.0,221112
1001254.0,110064648911,2023.0,Hardee Power Station,6695 COUNTY ROAD 663 N,BOWLING GREEN,FL,33834,Hardee,HARDEE POWER PARTNERS LTD,"1 S. Wacker Drive, Suite 1900",Chicago,IL,60606,51.0,221112
1001256.0,110005981296,2023.0,Scrubgrass Generating Plant,2151 LISBON ROAD,KENNERDELL,PA,16374,Venango,Q POWER LLC,251 Little Falls Drive,Wilmington,DE,19808,100.0,221112
1001257.0,110001603809,2023.0,Carr Street Generating Station,64 CARR ST,EAST SYRACUSE,NY,13057,Onondaga,BROOKFIELD RENEWABLE ENERGY PARTNERS LP,399 Big Bay Road,Queensbury,NY,12804,100.0,221112
1001258.0,110069998647,2023.0,Ocean State Power,1575 SHERMAN FARM ROAD,HARRISVILLE,RI,02830,Providence,"LS Power Development, LLC","One Tower Center Blvd., 21st Floor",East Brunswick,NJ,08816,100.0,221112
1001259.0,110017409286,2023.0,Doswell Limited Partnership,10098 OLD RIDGE ROAD,ASHLAND,VA,23005,Hanover,LS POWER EQUITY PARTNERS LP,"1700 Broadway, 35Th Floor",New York,NY,10019,100.0,221112
1001262.0,110010992729,2023.0,Merck Sharp & Dohme LLC,770 SUMNEY TOWN PIKE,WEST POINT,PA,19486,Montgomery,MERCK & CO INC,2000 Galloping Hill Road,Kenilworth,NJ,07033,100.0,325414
1001263.0,110002936538,2023.0,"Delta Energy Center, LLC",1200 ARCY LANE,PITTSBURG,CA,94565,Contra Costa,CPN MANAGEMENT LP,40 Beechwood Road,Summit,NJ,07901,100.0,221112
1001264.0,110000324364,2023.0,Rensselaer Cogen,39 RIVERSIDE AVE,RENSSELAER,NY,12144,Rensselaer,RIVERVIEW INVESTMENT HOLDING LLC,"C/O Castleton Commodities Management Services Llc, 2200 Atlantic Street Suite 800",Stamford,CT,06902-6834,100.0,221112
1001265.0,110000326530,2023.0,Lockport,5087 JUNCTION ROAD,LOCKPORT,NY,14094,Niagara,FORTISTAR LLC,1 Lexington Ave,White Plains,NY,10601,100.0,221112
1001267.0,110000459753,2023.0,Molson Coors - Fort Worth Brewery,7001 S. FWY.,FORT WORTH,TX,76134,TARRANT COUNTY,MOLSON COORS BEVERAGE CO,311 10Th Street,Golden,CO,80401,100.0,312120
1001268.0,110007990246,2023.0,KIAC Cogeneration,JFK AIRPORT BUILDING 49,JAMAICA,NY,11430,Queens,CPN MANAGEMENT LP,40 Beechwood Road,Summit,NJ,07901,100.0,221112
1001269.0,110001599958,2023.0,Fortistar North Tonawanda Inc,1070 ERIE AVE,NORTH TONAWANDA,NY,14120,Niagara,FORTISTAR LLC,1 Lexington Ave,White Plains,NY,10601,100.0,221112
1001270.0,110019611375,2023.0,Nissequogue Cogen,GYMNASIUM ROAD,STONY BROOK,NY,11794,Suffolk,CPN MANAGEMENT LP,40 Beechwood Road,Summit,NJ,07901,100.0,221112
1001271.0,110069998647,2023.0,Ocean State Power II,1575 SHERMAN FARM ROAD,HARRISVILLE,RI,02830,Providence,"LS Power Development, LLC","One Tower Center Blvd., 21st Floor",East Brunswick,NJ,08816,100.0,221112
1001272.0,110002394597,2023.0,Orange Cogeneration Facility,1901 CLEAR SPRINGS ROAD,BARTOW,FL,33830,Polk,NORTHERN STAR GENERATION LLC,"2929 Allen Parkway, Suite 2200",Houston,TX,77019,100.0,221112
1001275.0,110017409393,2023.0,Mulberry Cogeneration Facility,3600 HIGHWAY 555,BARTOW,FL,33830,Polk,NORTHERN STAR GENERATION LLC,"2929 Allen Parkway, Suite 2200",Houston,TX,77019,100.0,221112
1001276.0,110005626723,2023.0,Orlando CoGen,8275 EXCHANGE DRIVE,ORLANDO,FL,32809,Orange,NORTHERN STAR GENERATION LLC,"2929 Allen Parkway, Suite 2200",Houston,TX,77019,50.0,221112
1001277.0,110071159601,2023.0,NSTAR Gas Company,1 NSTAR Way,Westwood,MA,02090,NORFOLK COUNTY,EVERSOURCE ENERGY,P.O. Box 270,Hartford,CT,06141,100.0,221210
1001278.0,110000542994,2023.0,"Saranac Power Partners, LP",99 WEED ST,PLATTSBURGH,NY,12901,Clinton,BERKSHIRE HATHAWAY INC,"3555 Farnam Street, Suite 1140",Omaha,NE,68131,73.6,221112
1001280.0,110063120518,2023.0,Massena Energy Facility,ALCOA POWER CANAL ROAD,MASSENA,NY,13662,St. Lawrence,ALLIANCE ENERGY GROUP LLC,"310 K Street, Suite 200",Anchorage,AK,99501,100.0,221112
1001281.0,110068534606,2023.0,"Pratt & Whitney, East Hartford",400 MAIN,EAST HARTFORD,CT,06108,Hartford,RTX CORP,1000 Wilson Blvd,Arlington,VA,22209,100.0,336412
1001282.0,110030903164,2023.0,St. Nicholas Cogeneration Project,120 Yatesville Road,SHENANDOAH,PA,17976,Schuylkill,SCHUYLKILL ENERGY RESOURCES INC,200 Mahantongo Street,Pottsville,PA,17901,100.0,221112
1001283.0,110000321811,2023.0,Lakewood Cogeneration,123 ENERGY WAY,LAKEWOOD,NJ,08701,Ocean,OSAKA GAS ENERGY AMERICA CORP,"1 North Lexington Avenue, Suite 1400",White Plains,NY,10601,20.0,221112
1001285.0,110000744990,2023.0,Grays Ferry Cogen Partnership,2600 CHRISTIAN ST,PHILADELPHIA,PA,19146,Philadelphia,VICINITY ENERGY INC,"100 Franklin St., 2nd Floor",Boston,MA,02110,100.0,221330
1001286.0,110067022518,2023.0,Milagro Gas Plant,"1754 Arroyo Dr,",BLOOMFIELD,NM,87413,San Juan,HARVEST PIPELINE CO,1111 Travis St.,Houston,TX,77002,100.0,211130
1001287.0,110000459012,2023.0,Johnson County Generation Facility,831 SPARKS DR,CLEBURNE,TX,76033,Johnson,"LS Power Development, LLC","One Tower Center Blvd., 21st Floor",East Brunswick,NJ,08816,100.0,221112
1001288.0,110000852051,2023.0,Brandywine Power Facility,16400 MATTAWOMAN DRIVE,BRANDYWINE,MD,20613,Prince George'S,KMC THERMO LLC,16400 Mattawoman Drive,Brandywine,MD,20613,100.0,221112
1001289.0,110002152795,2023.0,MIT Central Utility Plant,59 VASSAR ST,CAMBRIDGE,MA,02139,Middlesex,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,77 Massachusetts Avenue,Cambridge,MA,02139-4307,100.0,611310
1001290.0,110001807634,2023.0,ILLINOIS STATE UNIVERSITY,100 S. UNIVERSITY ST.,NORMAL,IL,61790,MCLEAN COUNTY,STATE OF ILLINOIS,100 N University St,Normal,IL,61761-4402,100.0,611310
1001291.0,110000423658,2023.0,Cottage Grove Cogeneration,9525 105TH ST COURT S,COTTAGE GROVE,MN,55016,Washington,PANCENTAL CGC HOLDINGS LLC,"2400 Market Street, Suite 302",Philadelphia,PA,19103,99.0,221112
1001292.0,110043795970,2023.0,Whitewater Generating Station,111 COUNTY HWY U,WHITEWATER,WI,53190,Jefferson,WEC ENERGY GROUP INC,231 W. Michigan St.,Milwaukee,WI,53203,100.0,221112
1001293.0,110000415505,2023.0,ROQUETTE AMERICA INC,1003 S. 5TH ST.,KEOKUK,IA,52632,LEE COUNTY,ROQUETTE AMERICA INC,1003 S. 5Th St.,Keokuk,IA,52632,100.0,311221
1001294.0,110001937922,2023.0,Dighton,1450 SOMERSET AVE,DIGHTON,MA,02715,Bristol,Lotus Infrastructure Partners,5 Greenwich Office Park 2nd Floor,Greenwich,CT,06831,50.0,221112
1001295.0,110043815565,2023.0,De Pere Energy Center,112 N 5TH ST,DE PERE,WI,54115,Brown,WEC Energy Group Inc,231 W. Michigan St.,Milwaukee,WI,53203,100.0,221112
1001296.0,110063588844,2023.0,JGT2 Cogen,GATE 15 300 RILEY ROAD,JAY,ME,04239,Franklin,PIXELLE SPECIALTY SOLUTIONS LLC,228 South Main Street,Spring Grove,PA,17362,100.0,221112
1001297.0,110032941912,2023.0,Arrowhead Landfill,622 Tayloe Road,Uniontown,AL,36786,PERRY COUNTY,ARROWHEAD ENVIRONMENTAL PARTNERS LLC,65 Challenger Road (Suite 312),Ridgefield Park,NJ,07660,100.0,562212
1001298.0,110002059361,2023.0,Berkshire Power,36 MOYLAN LANE,AGAWAM,MA,01001,Hampden,BERKSHIRE POWER CO,14302 FNB Parkway,Omaha,NE,68154,100.0,221112
1001299.0,110044916062,2023.0,Bridgeport Energy,10 ATLANTIC ST,BRIDGEPORT,CT,06604,Fairfield,BRIDGEPORT ENERGY LLC,10 Atlantic Street,Bridgeport,CT,06604,100.0,221112
1001300.0,110071160495,2023.0,Pasadena Power Plant,955 PHILLIPS ROAD,PASADENA,TX,77506,Harris,CPN MANAGEMENT LP,40 Beechwood Road,Summit,NJ,07901,100.0,221112
1001301.0,110002054491,2023.0,Tiverton Power,304 PROGRESS RD,TIVERTON,RI,02878,Newport,CARLYLE GROUP MANAGEMENT LLC,1001 Pennsylvania Avenue Nw,Washington,DC,20004,100.0,221112
1001302.0,110010039494,2023.0,Tenaska Georgia Generating Station,2100 GEORGIA BROWN ROAD,FRANKLIN,GA,30217,Heard,TENASKA GEORGIA PARTNERS LP,14302 Fnb Parkway,Omaha,NE,68154,100.0,221112
1001303.0,110070081787,2023.0,Tenaska Frontier Generation Station,17500 HWY 30,SHIRO,TX,77876,Grimes,TENASKA FRONTIER PARTNERS LTD,14302 Fnb Parkway,Omaha,NE,68154,100.0,221112
1001305.0,110031504959,2023.0,Mustang Station,1937 COUNTY ROAD 390,DENVER CITY,TX,79323,Yoakum,GOLDEN SPREAD ELECTRIC COOPERATIVE INC,"905 South Fillmore Street, Suite 220",Amarillo,TX,79101,100.0,221112
1001306.0,110021350946,2023.0,Desert Star Energy Center,701 El Dorado Valley Drive,Boulder City,NV,89005,Clark,SEMPRA ENERGY,488 8Th Avenue,San Diego,CA,92101,100.0,221112
1001307.0,110002028635,2023.0,Millennium Power,10 SHERWOOD LANE,CHARLTON,MA,01507,Worcester,MILLENNIUM POWER CO LLC,6000 Legacy Drive,Plano,TX,75024,100.0,221112
1001308.0,110012534551,2023.0,Zeeland Generating Station,425 FAIRVIEW AVE,ZEELAND,MI,49464,Ottawa,CMS ENERGY CORP,One Energy Plaza Dr,Jackson,MI,49201,100.0,221112
1001309.0,110012164380,2023.0,Midlothian Energy,4601 BROOKHOLLOW DRIVE,MIDLOTHIAN,TX,76065,Ellis,Vistra Corp,6555 Sierra Drive,Irving,TX,75039,100.0,221112
1001310.0,110062228637,2023.0,Lamar Power (Paris),3205 FM 137,PARIS,TX,75462,Lamar,Vistra Corp,6555 Sierra Drive,Irving,TX,75039,100.0,221112
1001311.0,110005185628,2023.0,Frontera Generation Facility,900 S GOODWIN RD,MISSION,TX,78572,Hidalgo,FRONTERA HOLDINGS LLC,2114 Hickory Lawn,Houston,TX,77077,100.0,221112
1001312.0,110017437781,2023.0,Rumford Power LLC,43 INDUSTRIAL PARK ROAD,RUMFORD,ME,04276,Oxford,CARLYLE GROUP MANAGEMENT LLC,1001 Pennsylvania Avenue Nw,Washington,DC,20004,100.0,221112
1001313.0,110007393105,2023.0,Kalamazoo River Generating Station,6900 EAST MICHIGAN AVE,COMSTOCK,MI,49041,Kalamazoo,CMS ENERGY CORP,One Energy Plaza Dr,Jackson,MI,49201,100.0,221112
1001314.0,110071160498,2023.0,Klamath Cogeneration Project,4940 Hwy 97 South,Klamath Falls,OR,97603,Klamath,AVANGRID INC,180 Marsh Hill Road,Orange,CT,06477,100.0,221112
1001315.0,110009450478,2023.0,Rhode Island State Energy Center,24 SHUN PIKE,JOHNSTON,RI,02919,Providence,RHODE ISLAND STATE ENERGY CENTER LP,"13860 Ballantyne Corporate Place, Suite 300",Charlotte,NC,28277,100.0,221112
1001316.0,110022525212,2023.0,"ENERGY SYSTEMS GROUP, LLC- North Chicago Energy Center","3001  GREEN BAY RD, Bldg 195",NORTH CHICAGO,IL,60064,LAKE COUNTY,AMALGAMATED INVESTMENTS CO,"One West Monroe; C/O Dawn Curry, Asst Vp-Corporate Trust",Chicago,IL,60603,100.0,221112
1001317.0,110001345982,2023.0,"Rocky Road Power, LLC",1221 POWER DRIVE,EAST DUNDEE,IL,60118,Kane,MRP Rocky Road LLC,1221 Power Drive,East Dundee,IL,60118,100.0,221112
1001318.0,110004737615,2023.0,Madison Generating Station,5657 KENNEL RD,TRENTON,OH,45067,Butler,DUKE ENERGY CORP,550 S Tryon Street,Charlotte,NC,28202,100.0,221112
1001319.0,110006010921,2023.0,"Duke Energy Vermillion, II LLC",2777 N STATE ROAD 63,CAYUGA,IN,47928,Vermillion,WABASH VALLEY POWER ASSOC,6702 Intech Boulevard,Indianapolis,IN,46278,37.5,221112
1001320.0,110001188116,2023.0,Calpine Sutter Energy Center,5029 SOUTH TOWNSHIP ROAD,YUBA CITY,CA,95993,Sutter,CPN MANAGEMENT LP,40 Beechwood Road,Summit,NJ,07901,100.0,221112
1001322.0,110025240996,2023.0,Rockingham County Combustion Turbine,240 ERNEST DRIVE,REIDSVILLE,NC,27320,Rockingham,DUKE ENERGY CORP,550 S Tryon Street,Charlotte,NC,28202,100.0,221112
1001324.0,110021082576,2023.0,SRW Cogen Limited Partnership,3055 FM 1006,ORANGE,TX,77630,Orange,DOW INC,2211 H H Dow Way,Midland,MI,48642,100.0,221112
1001325.0,110006360446,2023.0,Magic Valley Generating Station,3333 N MCCOLL RD,EDINBURG,TX,78539,Hidalgo,CPN MANAGEMENT LP,40 Beechwood Road,Summit,NJ,07901,100.0,221112
1001326.0,110005974197,2023.0,Griffith Energy Project,3375 WEST NAVAJO ROAD,GOLDEN VALLEY,AZ,86413,Mohave,ARCLIGHT CAPITAL HOLDINGS LLC,"200 Clarendon Street, Suite 5700",Boston,MA,02116,100.0,221112
1001327.0,110007078429,2023.0,Manchief Generating Station,14936 COUNTY ROAD 24,BRUSH,CO,80723,Morgan,XCEL ENERGY INC,414 Nicollet,Minneaplois,MN,55401,100.0,221112
1001328.0,110015969139,2023.0,"Walton County Power, LLC",920 BIRCH ST,MONROE,GA,30656,Walton,WALTON COUNTY POWER LLC,920 Birch Street,Monroe,GA,30656,100.0,221112
1001329.0,110041241073,2023.0,Desert Basin Generating Station,1872 N BURRIS RD,CASA GRANDE,AZ,85222,Pinal,SALT RIVER PROJECT AGRICULTURAL IMPROVEMENT & POWER DISTRICT,1500 N Mill Avenue,Tempe,AZ,85281,100.0,221112
1001330.0,110007280977,2023.0,Kendall Energy Facility,1401 COUNTY LINE ROAD,MINOOKA,IL,60447,Kendall,Vistra Corp,6555 Sierra Drive,Irving,TX,75039,100.0,221112
1001331.0,110010661667,2023.0,Tenaska Gateway Generating Station,7589 State Hwy 315 E,Long Branch,TX,75669,Rusk,TENASKA INC,14302 Fnb Parkway,Omaha,NE,68154,100.0,221112
1001332.0,110040965462,2023.0,Neenah Energy Facility,200 COUNTY ROAD CB,NEENAH,WI,54956,Winnebago,ALLIANT ENERGY CORP,4902 N. Biltmore Lane,Madison,WI,53718,100.0,221112
